G35168.GTEX-SNMC-0826-SM-4DM66.1
G34301.GTEX-XMD1-0826-SM-4AT52.2
G64390.GTEX-13QJ3-1726.1
G41589.GTEX-WY7C-2226.1
G42508.GTEX-QEG5-0008.2
G16616.GTEX-N7MS-0826.2
G25685.GTEX-O5YW-1526-SM-3MJGL.1
G33654.GTEX-RN64-2326-SM-48FDW.4
G39748.GTEX-V955-0126-SM-4JBH5.1
G19425.GTEX-SIU8-0826-SM-2XCDQ.1
G64224.GTEX-14753-0726.1
G33073.GTEX-Q2AG-1326-SM-43V8K.3
G34040.GTEX-S4Z8-0926-SM-4AD6Q.3
G34406.GTEX-XPVG-0726-SM-4B658.3
G34032.GTEX-S4Q7-1226-SM-4AD5I.3
G59487.GTEX-ZVT3-2826.2
G19446.GTEX-S95S-0005-SM-2XCEC.1
G53802.GTEX-11ZUS-0011-R8a.2
G39755.GTEX-V1D1-1926-SM-4JBGX.1
G62894.GTEX-131YS-0726.3
G63135.GTEX-YEC4-0926.2
G60344.GTEX-13O1R-1226.2
G41191.GTEX-WQUQ-0126.5
G26530.GTEX-S7PM-0011-R6A-SM-3NM8F.1
G46753.GTEX-Y5V6-0003.1
G26618.GTEX-WYVS-1726-SM-3NMAY.1
G53118.GTEX-11LCK-2026.3
G22969.GTEX-U412-0326-SM-3DB9L.1
G62807.GTEX-13OW7-0011-R4b.3
G16745.GTEX-OXRN-0526.3
G32374.GTEX-QESD-0226-SM-447BH.2
G41173.GTEX-WHWD-0726.4
G35546.GTEX-U8XE-0226-SM-4E3J3.4
G41610.GTEX-WYVS-1826.1
G61187.GTEX-YJ8O-2226.3
G62259.K-562.2
G26774.GTEX-PLZ6-0726-SM-3P619.2
G62629.GTEX-14753-0426.2
G25953.K-562-SM-3NB3I.2
G23317.GTEX-RNOR-0011-R4A-SM-3GAD3.1
G25892.GTEX-OOBJ-1526-SM-3NB1Q.2
G34289.GTEX-XK95-0226-SM-4AT58.2
G48855.GTEX-ZEX8-0004.1
G16565.GTEX-OIZH-2626.3
G62663.GTEX-ZTPG-0426.2
G39736.K-562-SM-4JBIQ.1
G41009.GTEX-WH7G-1026-SM-4LVML.3
G62003.GTEX-13FXS-3026.2
G25655.GTEX-WL46-0011-R9A-SM-3MJFP.1
G60602.GTEX-139UW-0226.2
G59191.GTEX-12C56-1226.3
G62909.GTEX-13OVJ-0011-R4b.3
G65106.GTEX-11OF3-0008.2
G34388.GTEX-XMK1-0008-SM-4GICF.2
G26651.GTEX-WHSE-0006-SM-3NMBW.1
G59806.GTEX-11NUK-0826.2
G65673.GTEX-145LU-0011-R6a.2
G64151.GTEX-13X6K-0226.1
G32770.GTEX-X5EB-1126-SM-46MVV.2
G46919.GTEX-Y9LG-1126.1
G23369.GTEX-UPK5-0426-SM-3GAEK.1
G64012.GTEX-145MH-3026.1
G33697.GTEX-REY6-2426-SM-48FF5.4
G60664.GTEX-13FHO-0011-R1b.2
G42470.GTEX-QEG4-0926.2
G22900.GTEX-T8EM-1026-SM-3DB7M.1
G59345.GTEX-12WSJ-0226.2
G62246.GTEX-13X6I-1426.2
G59807.GTEX-11NUK-0926.2
G61888.GTEX-13111-0626.2
G33675.GTEX-R55G-0226-SM-48FEI.4
G65666.GTEX-13QJC-0011-R1b.2
G19304.GTEX-S341-2026-SM-2XCAA.1
G22879.GTEX-T8EM-0006-SM-3DB71.1
G33839.GTEX-QCQG-1426-SM-48U22.3
G32826.GTEX-X585-0011-R10A-SM-46MUY.2
G62887.GTEX-132QS-1126.3
G34245.GTEX-S7SF-1926-SM-4AT5B.2
G23345.GTEX-UPJH-0226-SM-3GADV.1
G64007.GTEX-146FR-1726.1
G33631.GTEX-RM2N-0326-SM-48FD8.4
G33652.GTEX-REY6-1126-SM-48FDU.4
G58399.GTEX-11EMC-3126.2
G33777.GTEX-QDVN-1926-SM-48TZ8.3
G42483.GTEX-QLQ7-0326.2
G16705.GTEX-QDVN-0626.3
G62164.GTEX-11GS4-0006.2
G34684.GTEX-SIU7-1526-SM-4BRWQ.1
G25911.GTEX-QMRM-0005-SM-3NB2A.2
G65261.GTEX-145ME-0426.2
G25686.GTEX-OHPK-1526-SM-3MJGM.1
G33859.GTEX-NPJ8-0226-SM-48TBN.2
G61873.GTEX-148VJ-0826.2
G48888.GTEX-ZF29-0226.1
G32918.GTEX-RUSQ-0826-SM-47JWW.3
G23451.GTEX-UTHO-0011-R2A-SM-3GIKC.1
G60114.GTEX-13N2G-1226.2
G35618.GTEX-ZLWG-0008.4
G59321.GTEX-12WSN-0926.2
G26542.GTEX-S4P3-0008-SM-3NM8R.1
G25184.GTEX-WL46-2026-SM-3LK7U.1
G65598.GTEX-145LU-0011-R9b.3
G62463.GTEX-1212Z-0006.2
G18638.GTEX-RU72-0526-SM-2TF5Z.1
G63069.GTEX-132NY-1226.2
G38939.GTEX-QDVN-0126-SM-4GIC9.2
G62134.GTEX-13N2G-0011-R3b.2
G62801.GTEX-13RTJ-0011-R8b.3
G26657.GTEX-X261-3226-SM-3NMC3.1
G59306.GTEX-12WSD-0826.2
G63202.GTEX-13QIC-0011-R4a.2
G62933.GTEX-11EQ8-0006.3
G18591.GTEX-RM2N-0526-SM-2TF4N.1
G40907.GTEX-WEY5-1226-SM-4LMIQ.3
G62384.GTEX-111CU-1526.2
G62142.GTEX-13NYS-0011-R8a.2
G33828.GTEX-Q2AG-0926-SM-48U1Q.3
G39678.GTEX-XMK1-1126-SM-4IHJ8.2
G48845.GTEX-UPJH-0826.1
G64419.GTEX-14BMV-2226.1
G46758.GTEX-Y5V6-0008.1
G64000.GTEX-146FH-2626.1
G25639.GTEX-WRHK-1426-SM-3MJF9.1
G64418.GTEX-14BMV-0326.1
G26682.GTEX-P4QT-1526-SM-3NMCT.1
G59573.GTEX-11P7K-2226.2
G48934.GTEX-ZEX8-2426.1
G62248.GTEX-13X6I-1826.2
G62159.GTEX-13OVH-3026.2
G26642.GTEX-WH7G-2226-SM-3NMBN.1
G16680.GTEX-OXRL-0526.3
G60155.GTEX-13OVI-1926.2
G65132.GTEX-13SLW-0226.2
G25878.GTEX-OOBJ-1826-SM-3NB1C.2
G35333.GTEX-U4B1-1426-SM-4DXTX.7
G26660.GTEX-WZTO-0011-R3B-SM-3NMC6.1
G59156.GTEX-11XUK-0226.6
G61880.GTEX-139TU-0006.2
G60383.GTEX-13FTW-1126.3
G18651.GTEX-RU72-0011-R10A-SM-2TF6D.1
G61894.GTEX-12ZZY-0126.2
G33810.GTEX-Q734-1026-SM-48U16.3
G46448.GTEX-Y3I4-0326.1
G23337.GTEX-T5JW-1726-SM-3GADN.1
G48926.GTEX-ZF2S-1826.1
G62208.GTEX-145MI-0826.2
G19383.GTEX-S4Z8-2026-SM-3K2A9.1
G40983.GTEX-WFG8-1026-SM-4LVMZ.3
G61975.GTEX-132QS-0005.2
G61898.GTEX-12ZZY-1526.2
G39648.GTEX-UJHI-1026-SM-4IHJP.2
G34392.GTEX-XPVG-0008-SM-4GICH.2
G33798.GTEX-PX3G-0726-SM-48TZT.3
G35226.GTEX-T8EM-1226-SM-4DM5J.1
G35179.GTEX-T2IS-0926-SM-4DM5B.1
G62435.GTEX-13JVG-1326.2
G64103.GTEX-PWCY-2026.1
G34002.GTEX-S4UY-0726-SM-4AD6X.3
G32785.GTEX-X62O-1626-SM-46MW9.2
G62716.GTEX-145LS-0226.2
G21051.GTEX-T2IS-1026-SM-32QP1.1
G62017.GTEX-13FHP-0011-R5b.2
G41563.GTEX-WXYG-0826.1
G48913.GTEX-ZF29-1226.1
G33977.GTEX-S33H-1826-SM-4AD65.3
G63180.GTEX-13X6I-0011-R8a.2
G65676.GTEX-148VJ-0426.2
G65133.GTEX-13RTJ-0626.2
G64425.GTEX-14C5O-1726.1
G42484.GTEX-QLQ7-0426.2
G25099.GTEX-N7MS-1126-SM-3LK5E.1
G62153.GTEX-13OW5-2626.2
G45204.GTEX-W5WG-0826.2
G33934.GTEX-PWN1-0626-SM-48TDT.1
G61919.GTEX-1313W-3126.2
G18697.GTEX-QDVJ-0005-SM-2TC5X.2
G35299.GTEX-U3ZN-0126-SM-4DXUM.8
G16816.GTEX-OIZF-0006.3
G18487.GTEX-PSDG-0626-SM-2S1OE.1
G26579.GTEX-WYJK-1726-SM-3NM9U.1
G34442.GTEX-XUJ4-0008-SM-4BOQI.7
G23462.GTEX-WEY5-0226-SM-3GIKN.1
G65250.GTEX-14BIM-0011-R3b.2
G64422.GTEX-14C5O-2826.1
G25879.GTEX-OOBJ-3026-SM-3NB1D.2
G42487.GTEX-QLQ7-1326.3
G64266.GTEX-13PVR-2326.1
G58462.GTEX-12696-0326.2
G65586.GTEX-11WQK-0008.3
G19470.GTEX-P44H-0526-SM-2XCF1.2
G64378.GTEX-Y5V5-0326.1
G65564.GTEX-RVPV-1726.3
G64037.GTEX-14AS3-0326.1
G41176.GTEX-WHWD-1226.4
G33604.GTEX-R55E-0008-SM-48FCG.4
G61171.GTEX-Y8E4-1326.3
G62152.GTEX-13OW5-0126.2
G46752.GTEX-XK95-2726.1
G25656.GTEX-WL46-0011-R10A-SM-3MJFQ.1
G59585.GTEX-111YS-0526.3
G62544.GTEX-14A6H-0006.2
G46545.GTEX-Y114-1126.2
G42260.GTEX-X15G-1026.4
G63905.GTEX-11P82-1926.2
G18386.GTEX-Q2AI-1326-SM-2S1PL.1
G59669.GTEX-111CU-1826.3
G59529.GTEX-11TT1-0726.2
G64035.GTEX-13RTK-0626.1
G62647.GTEX-11LCK-0005.2
G62068.GTEX-PVOW-0426.2
G62299.GTEX-11EQ8-2826.2
G20927.GTEX-SUCS-1726-SM-32PM8.2
G62224.GTEX-13X6H-1026.2
G65694.GTEX-12WSE-0826.2
G64204.GTEX-14A6H-2826.1
G41517.GTEX-WVJS-0226.2
G19404.GTEX-S7SE-0126-SM-2XCD5.1
G42270.GTEX-X3Y1-1926.4
G22958.GTEX-UJHI-1626-SM-3DB9A.1
G60245.GTEX-13QBU-1726.2
G39751.GTEX-V955-0926-SM-4JBJ8.1
G35270.GTEX-TML8-1326-SM-4DXTO.7
G62904.GTEX-13O3O-0011-R7b.3
G25683.GTEX-OHPL-0626-SM-3MJGJ.1
G32800.GTEX-X4XX-0011-R5A-SM-46MWN.2
G65654.GTEX-139T4-0008.2
G62685.GTEX-145LV-1026.2
G33770.GTEX-QDT8-0126-SM-48TZ1.3
G34365.GTEX-XMK1-2226-SM-4B673.3
G32778.GTEX-X5EB-0926-SM-46MVT.2
G47169.GTEX-YF7O-1326.1
G34255.GTEX-XBED-1226-SM-4AT5V.2
G48657.GTEX-ZC5H-0126.1
G18078.GTEX-NPJ8-1726-SM-2YUNB.1
G26767.GTEX-PLZ5-0426-SM-3P612.2
G34447.GTEX-XQ3S-0626-SM-4BOOB.7
G23436.GTEX-UTHO-0011-R6A-SM-3GIJW.1
G35241.GTEX-T6MO-0008-SM-4DM6T.1
G64161.GTEX-145LT-1826.1
G62718.GTEX-145MF-2626.2
G61843.GTEX-145LT-0426.2
G47172.GTEX-YFCO-1726.1
G34001.GTEX-S3XE-1526-SM-4AD5A.3
G58494.GTEX-12WSC-0126.2
G48917.GTEX-ZDTS-1326.1
G39763.GTEX-UPK5-1426-SM-4JBHH.1
G41484.GTEX-WWTW-1326.2
G52621.GTEX-12WSB-2926.2
G47054.GTEX-YB5K-1926.3
G33936.GTEX-P4PP-0008-SM-48TDV.1
G62722.GTEX-145MI-1126.2
G47093.GTEX-YF7O-0005.1
G35218.GTEX-T6MO-1226-SM-4DM5S.1
G46912.GTEX-Y8LW-2126.1
G16670.GTEX-Q2AH-0426.3
G41006.GTEX-WH7G-0626-SM-4LVMO.3
G65202.GTEX-14BMU-0126.2
G59179.GTEX-11ZUS-1326.3
G58429.GTEX-131XF-2826.2
G48912.GTEX-ZF29-1126.1
G47067.GTEX-Y9LG-0726.3
G53109.GTEX-11ILO-2526.3
G62657.GTEX-131XW-0006.2
G20885.GTEX-QDT8-0326-SM-32PL1.1
G34418.GTEX-XPVG-2626-SM-4B669.3
G18663.GTEX-RUSQ-0006-SM-2TF6P.1
G64354.GTEX-145MG-3026.1
G41081.GTEX-WHSB-1026.3
G19345.GTEX-S32W-0626-SM-2XCBG.1
G19492.GTEX-SNMC-1526-SM-2XCFN.2
G59133.GTEX-11TT1-1726.6
G19311.GTEX-RVPU-0011-R10A-SM-2XCAH.1
G48862.GTEX-ZE9C-0011-R2a.1
G33011.GTEX-X638-0226-SM-47JZ9.3
G65270.GTEX-13S7M-3026.2
G23433.GTEX-W5WG-0006-SM-3GIJT.1
G32990.GTEX-X88G-0004-SM-47JZ6.3
G25890.GTEX-OIZH-1426-SM-3NB1O.2
G62570.GTEX-13FTZ-0005.2
G33007.GTEX-XUYS-0002-SM-47JXL.3
G33992.GTEX-S3XE-0326-SM-4AD6L.3
G41174.GTEX-WHWD-0926.4
G16596.GTEX-OIZH-1626.2
G19488.GTEX-SJXC-0726-SM-2XCFJ.2
G63921.GTEX-145MG-0826.2
G62777.GTEX-13YAN-1026.3
G65211.GTEX-147GR-0726.2
G34503.GTEX-XUJ4-1726-SM-4BONW.7
G33842.GTEX-QCQG-1526-SM-48U25.3
G18491.GTEX-PLZ4-0926-SM-2S1OI.1
G32410.GTEX-QV31-0626-SM-447C5.2
G62091.GTEX-13NZB-2126.2
G62218.GTEX-14A6H-1026.2
G18625.GTEX-REY6-0526-SM-2TF5M.1
G60436.GTEX-13QBU-0626.3
G62138.GTEX-13NYS-0011-R9b.2
G16677.GTEX-OXRP-0526.3
G35595.GTEX-X585-1426-SM-4E3JO.4
G26711.GTEX-W5WG-0002-SM-3NMDN.1
G48919.GTEX-ZDTT-0226.1
G16545.GTEX-N7MS-0926.2
G63059.GTEX-13112-0426.2
G61781.GTEX-11XUK-0005.2
G32925.GTEX-RUSQ-2126-SM-47JXK.3
G41178.GTEX-WHWD-1526.5
G16653.K-562.3
G62535.GTEX-ZYFD-0326.2
G60110.GTEX-13NYB-3026.2
G34019.GTEX-S4Q7-0226-SM-4AD5O.3
G41481.GTEX-WQUQ-2526.2
G18467.GTEX-P4PP-1826-SM-2S1NT.1
G46531.GTEX-YJ89-0126.1
G62655.GTEX-1313W-0006.2
G59730.GTEX-117XS-0726.2
G35182.GTEX-SNOS-0826-SM-4DM5N.1
G33656.GTEX-RNOR-2426-SM-48FDY.4
G34454.GTEX-XQ8I-0426-SM-4BOPO.7
G40880.K-562-SM-4LMI2.3
G65628.GTEX-NL3H-0011-R8a.2
G25192.GTEX-WHWD-0426-SM-3LK83.1
G62908.GTEX-13O3Q-0011-R5b.3
G62888.GTEX-1399R-1626.3
G63178.GTEX-13S7M-0011-R1b.2
G33693.GTEX-R3RS-0008-SM-48FF1.4
G18465.GTEX-OXRP-2426-SM-2S1NR.1
G34337.GTEX-XGQ4-0004-SM-4AT5S.2
G64258.GTEX-13RTK-1626.1
G18071.GTEX-OXRO-0126-SM-2YUN4.1
G42349.GTEX-X4XX-0726.2
G18411.GTEX-QV31-1626-SM-2S1QC.1
G65558.GTEX-QDT8-0006.3
G34485.GTEX-XUW1-0626-SM-4BOP4.8
G58513.GTEX-12696-2226.2
G26559.GTEX-WZTO-0426-SM-3NM99.1
G62539.GTEX-13JUV-0006.2
G65609.GTEX-14C38-0726.3
G32942.GTEX-RWSA-1326-SM-47JX9.3
G65701.GTEX-14E7W-0526.2
G34284.GTEX-XGQ4-2626-SM-4AT6B.2
G25950.GTEX-WXYG-2526-SM-3NB3F.2
G65531.GTEX-N7MT-1126.3
G22928.GTEX-U8T8-0005-SM-3DB8F.1
G16725.GTEX-NL3H-0011-R5a.3
G35229.GTEX-T5JW-0126-SM-4DM6K.1
G26788.GTEX-P4PP-2026-SM-3P61N.2
G61845.GTEX-145LS-1826.2
G60716.GTEX-13QBU-2126.2
G19418.GTEX-S95S-1626-SM-2XCDJ.1
G26596.GTEX-TKQ2-0004-SM-3NMAC.1
G42491.GTEX-QMRM-0326.2
G32796.GTEX-X8HC-2726-SM-46MUA.2
G64410.GTEX-14E6E-1626.1
G23480.GTEX-W5X1-2326-SM-3GIL6.1
G32403.GTEX-QV31-0126-SM-447BP.2
G16697.GTEX-PWN1-2626.3
G34380.GTEX-XOT4-1426-SM-4B65T.3
G20933.GTEX-T5JC-0011-R7A-SM-32PME.2
G59088.GTEX-11TUW-2426.6
G47174.GTEX-YEC4-1726.1
G59950.GTEX-ZAB4-0426.2
G53113.GTEX-11LCK-0126.3
G18479.GTEX-PLZ6-1726-SM-2S1O6.1
G62037.GTEX-13G51-2526.2
G32783.GTEX-X5EB-2226-SM-46MW4.2
G59605.GTEX-ZY6K-1826.3
G25898.GTEX-OXRO-0011-R2A-SM-3NB1W.2
G23428.GTEX-UTHO-0011-R1A-SM-3GIJO.1
G63869.GTEX-11NV4-0008.2
G26562.GTEX-OXRL-0626-SM-3NM9C.1
G26780.GTEX-POMQ-1226-SM-3P61F.2
G18474.GTEX-P78B-1626-SM-2S1O1.1
G62602.GTEX-145MN-0926.2
G33890.GTEX-PWOO-1326-SM-48TCJ.1
G62947.GTEX-YF7O-0526.3
G19450.GTEX-OIZI-0526-SM-2XCEG.2
G61839.GTEX-145LT-0926.2
G34281.GTEX-XGQ4-1826-SM-4AT6F.5
G16791.GTEX-QEG5-0006.3
G53066.GTEX-11LCK-1926.3
G59718.GTEX-11EQ9-1026.2
G63208.GTEX-13SLX-0011-R8b.2
G53039.GTEX-11I78-2126.3
G62896.GTEX-132QS-1226.3
G62643.K-562.2
G60845.GTEX-131XG-0326.2
G16757.GTEX-PWO3-0011-R5A.3
G59532.GTEX-11TT1-2226.2
G33871.GTEX-P4PP-0926-SM-48TBZ.1
G35609.GTEX-ZDTS-0008.4
G62446.GTEX-13OW6-2126.2
G61928.GTEX-12WSL-2826.2
G18587.GTEX-RNOR-0011-R5A-SM-2TF4J.1
G58436.GTEX-131XE-1226.2
G34012.GTEX-S4P3-0526-SM-4AD58.3
G62177.GTEX-ZYY3-1526.2
G18361.GTEX-PWOO-2426-SM-2S1OV.1
G62620.GTEX-145MO-0626.2
G62254.GTEX-14A5I-2726.2
G32748.GTEX-RU72-0826-SM-46MUS.2
G25702.GTEX-OHPK-0426-SM-3MJH3.1
G35288.GTEX-TSE9-2226-SM-4DXUR.7
G65231.GTEX-14E6E-1826.2
G26762.GTEX-PLZ5-0826-SM-3P5ZW.2
G62976.GTEX-145LU-0011-R11b.3
G19390.GTEX-S4P3-1626-SM-3K2AZ.1
G53029.GTEX-ZY6K-0826.3
G42467.GTEX-QV44-0626.2
G34342.GTEX-S95S-0726-SM-4B64H.3
G63101.GTEX-14ABY-0011-R7b.2
G41602.GTEX-WYVS-0126.2
G19480.GTEX-P44H-0006-SM-2XCFB.2
G33933.GTEX-PWN1-2526-SM-48TDS.1
G41003.GTEX-WFON-1126-SM-4LVMA.3
G62961.GTEX-132NY-1026.3
G59337.GTEX-12WSC-3126.2
G33790.GTEX-Q2AH-1226-SM-48TZL.3
G46909.GTEX-Y9LG-0226.1
G61871.GTEX-148VJ-0626.2
G20898.GTEX-SN8G-0526-SM-32PLE.1
G26568.GTEX-WZTO-2926-SM-3NM9I.1
G62136.GTEX-13N2G-0011-R11a.2
G62355.K-562.2
G16704.GTEX-QDVN-0726.3
G53807.GTEX-11ZVC-0011-R3a.2
G47079.GTEX-YB5E-0726.3
G25925.GTEX-WY7C-2626-SM-3NB2P.2
G18404.GTEX-QDVN-2426-SM-2S1Q4.1
G33672.GTEX-R55D-1826-SM-48FEF.4
G46917.GTEX-Y8E4-0226.1
G41079.GTEX-WHSB-0726.3
G58521.GTEX-1313W-0826.2
G22930.GTEX-UJHI-0006-SM-3DB8H.1
G42477.GTEX-QEL4-1026.2
G25660.GTEX-WQUQ-0426-SM-3MJFU.1
G35578.GTEX-X4EO-2926-SM-4E3JH.4
G20876.GTEX-QDT8-0011-R3A-SM-32PKR.1
G48903.GTEX-ZF28-3026.1
G25692.GTEX-OHPL-3026-SM-3MJGS.1
G61209.GTEX-YEC3-1926.3
G65116.GTEX-14AS3-0726.2
G21105.GTEX-OOBJ-0326-SM-33HBO.1
G33872.GTEX-OXRP-0926-SM-48TC1.1
G35263.GTEX-TKQ2-1726-SM-4DXUP.8
G61861.GTEX-146FQ-0826.2
G48858.GTEX-ZDXO-0011-R1a.1
G42266.GTEX-X15G-1426.3
G62600.GTEX-14A5H-1826.2
G52618.GTEX-12WS9-0326.2
G22947.GTEX-UJHI-0426-SM-3DB8Y.1
G25147.GTEX-WHWD-2426-SM-3LK6S.1
G60743.GTEX-13NZA-1426.2
G18415.GTEX-QMRM-1726-SM-2S1QG.1
G61866.GTEX-147F4-0626.2
G62891.GTEX-1399U-0326.3
G65556.GTEX-QCQG-0006.3
G45133.GTEX-Z93S-0005.2
G65681.GTEX-13S7M-0426.2
G53114.GTEX-11LCK-0226.3
G63095.GTEX-145LS-0011-R6b.2
G59174.GTEX-ZLV1-1826.3
G61197.GTEX-Y9LG-1926.3
G58313.GTEX-111YS-0926.2
G33844.GTEX-QCQG-0126-SM-48U27.3
G64391.GTEX-147JS-1126.1
G63205.GTEX-13RTJ-0011-R3a.2
G32747.GTEX-RU72-0726-SM-46MUW.2
G60711.GTEX-13PL6-0926.2
G42476.GTEX-QEG5-0726.2
G60399.GTEX-13O21-3026.3
G18637.GTEX-RU1J-0226-SM-2TF5Y.1
G60763.GTEX-13O61-0126.2
G34254.GTEX-XBED-2426-SM-4AT4O.2
G35316.GTEX-U3ZM-1126-SM-4DXUB.7
G47179.GTEX-YFCO-2026.1
G25721.GTEX-NPJ8-1226-SM-3MJHM.1
G61169.GTEX-Y8E4-1126.3
G62002.GTEX-13FXS-2826.2
G53790.GTEX-11WQK-0011-R8a.2
G39742.GTEX-UTHO-2726-SM-4JBH9.1
G18659.GTEX-RVPU-0005-SM-2TF6L.1
G62039.GTEX-13G51-2726.2
G33691.GTEX-RNOR-0008-SM-48FEY.4
G65720.GTEX-145LT-0726.2
G20894.GTEX-QMR6-1426-SM-32PLA.1
G60490.GTEX-13FHP-0826.2
G60457.GTEX-131XE-1626.2
G32985.GTEX-WCDI-0008-SM-47JYE.3
G34490.GTEX-XUJ4-0326-SM-4BOP9.8
G59239.GTEX-12696-1326.3
G65100.GTEX-11OC5-0008.2
G39647.GTEX-UJHI-0926-SM-4IHKF.2
G34471.GTEX-XQ8I-0826-SM-4BOOE.7
G65070.GTEX-ZE9C-1326.2
G33949.GTEX-PWCY-0008-SM-48TE9.1
G62210.GTEX-146FH-0926.2
G35171.GTEX-SNMC-1026-SM-4DM7K.1
G63104.GTEX-1445S-0011-R5a.2
G65688.GTEX-14C39-2526.2
G35250.GTEX-SNMC-0008-SM-4DM5A.1
G34681.GTEX-SE5C-1526-SM-4BRWU.1
G52626.GTEX-12ZZZ-1726.2
G18090.GTEX-OIZH-1826-SM-2YUNP.1
G62578.GTEX-14C39-0005.2
G39752.GTEX-V955-1026-SM-4JBHO.1
G23307.GTEX-NFK9-0006-SM-3GACS.1
G35183.GTEX-SNOS-0926-SM-4DM7A.1
G59146.GTEX-11WQK-1026.6
G19490.K-562.2
G33926.GTEX-OXRO-1226-SM-48TDL.1
G16546.GTEX-OHPJ-0926.2
G23486.GTEX-W5X1-2526-SM-3GILC.1
G46743.GTEX-WFG8-1226.1
G32413.GTEX-QMRM-0926-SM-447BR.2
G62198.GTEX-146FR-1426.2
G25681.GTEX-OHPK-2426-SM-3MJGH.1
G58432.GTEX-131XW-1126.2
G25710.GTEX-OHPL-0006-SM-3MJHB.1
G34035.GTEX-S4Z8-0226-SM-4AD5K.3
G34292.GTEX-XK95-1026-SM-4GIDV.2
G64407.GTEX-14DAQ-2526.1
G63961.GTEX-11I78-0008.1
G64023.GTEX-147F4-1026.1
G65068.GTEX-ZDTT-2126.2
G62241.GTEX-14A5H-1626.2
G46990.GTEX-YB5K-0003.3
G33813.GTEX-Q734-0226-SM-48U1A.3
G62063.GTEX-13G51-0011-R7b.2
G61959.GTEX-139TT-2626.2
G59112.GTEX-11VI4-1626.6
G35334.GTEX-U4B1-1526-SM-4DXSL.7
G63176.GTEX-13RTL-0011-R1a.2
G59299.GTEX-12WSL-0426.2
G18672.GTEX-RU1J-0126-SM-2TF6Y.1
G18643.GTEX-RU72-0006-SM-2TF65.1
G48908.GTEX-ZDXO-2926.1
G40893.GTEX-W5X1-2626-SM-4LMI8.3
G48910.GTEX-ZDYS-1626.1
G16811.GTEX-QDVN-0926.4
G25186.GTEX-WL46-0526-SM-3LK7W.1
G18693.GTEX-R55E-0011-R6A-SM-2TC5T.2
